2025.10.31,01:50,2465.60,2466.60,2465.50,2466.35,104
2025.10.31,01:55,2466.40,2467.25,2466.15,2466.90,77
2025.10.31,02:00,2466.95,2467.85,2466.45,2467.75,129
2025.10.31,02:05,2467.80,2467.85,2466.10,2467.40,139
2025.10.31,02:10,2467.35,2468.50,2466.15,2466.35,136
2025.10.31,02:15,2466.40,2466.50,2464.95,2465.20,109
2025.10.31,02:20,2465.30,2466.20,2464.50,2465.05,98
2025.10.31,02:25,2464.95,2465.85,2464.55,2465.60,63
2025.10.31,02:30,2465.75,2466.05,2464.10,2464.70,140
2025.10.31,02:35,2464.65,2466.80,2464.45,2466.60,89
2025.10.31,02:40,2466.55,2467.45,2466.05,2467.45,81
2025.10.31,02:45,2467.35,2468.20,2466.75,2467.50,113
2025.10.31,02:50,2467.50,2468.25,2467.50,2468.10,66
2025.10.31,02:55,2468.15,2469.45,2467.90,2469.40,107
2025.10.31,03:00,2469.35,2469.35,2465.35,2465.35,189
2025.10.31,03:05,2465.50,2465.70,2464.35,2465.35,179
2025.10.31,03:10,2465.40,2466.55,2464.45,2466.40,163
2025.10.31,03:15,2466.30,2466.40,2464.95,2465.50,148
2025.10.31,03:20,2465.55,2466.75,2465.50,2466.75,108
2025.10.31,03:25,2466.90,2467.50,2465.85,2466.95,115
2025.10.31,03:30,2466.65,2467.45,2465.30,2465.40,157
2025.10.31,03:35,2465.45,2466.25,2464.75,2465.35,206
2025.10.31,03:40,2465.25,2466.80,2465.00,2465.75,154
2025.10.31,03:45,2465.70,2466.15,2464.95,2465.10,123
2025.10.31,03:50,2465.20,2465.90,2464.95,2465.45,149
2025.10.31,03:55,2465.35,2465.65,2464.60,2464.80,111
2025.10.31,04:00,2464.75,2466.05,2464.50,2465.40,165
2025.10.31,04:05,2465.35,2465.35,2464.05,2464.35,132
2025.10.31,04:10,2464.30,2465.00,2464.00,2464.25,132
2025.10.31,04:15,2464.30,2464.65,2462.80,2462.80,150
2025.10.31,04:20,2462.75,2464.35,2462.75,2463.70,117
2025.10.31,04:25,2463.75,2466.15,2463.75,2466.15,121
2025.10.31,04:30,2466.35,2466.45,2464.95,2466.35,127
2025.10.31,04:35,2466.45,2467.50,2465.95,2467.45,142
2025.10.31,04:40,2467.50,2467.60,2466.05,2466.55,144
2025.10.31,04:45,2466.65,2466.70,2465.65,2466.30,153
2025.10.31,04:50,2466.25,2467.10,2465.85,2466.75,112
2025.10.31,04:55,2466.70,2468.40,2466.70,2468.25,111
2025.10.31,05:00,2468.30,2468.65,2466.00,2466.60,149
2025.10.31,05:05,2466.55,2466.85,2465.25,2466.15,148
2025.10.31,05:10,2466.25,2466.95,2465.70,2466.25,123
2025.10.31,05:15,2466.35,2467.05,2466.35,2466.85,119
2025.10.31,05:20,2466.75,2467.15,2466.15,2466.20,87
2025.10.31,05:25,2466.10,2466.35,2465.30,2465.30,133
2025.10.31,05:30,2465.35,2465.35,2464.20,2464.30,123
2025.10.31,05:35,2464.35,2464.65,2463.05,2463.80,128
2025.10.31,05:40,2463.90,2464.30,2462.55,2462.65,118
2025.10.31,05:45,2462.60,2463.35,2462.05,2463.35,139
2025.10.31,05:50,2463.45,2464.60,2463.30,2464.30,82
2025.10.31,05:55,2464.45,2464.75,2463.45,2463.95,99
2025.10.31,06:00,2463.85,2464.40,2463.60,2463.95,93
2025.10.31,06:05,2463.90,2465.10,2463.90,2465.10,77
2025.10.31,06:10,2465.05,2465.80,2464.45,2465.05,100
2025.10.31,06:15,2465.10,2465.15,2464.30,2464.80,83
2025.10.31,06:20,2464.75,2464.80,2461.80,2462.75,171
2025.10.31,06:25,2462.80,2463.75,2461.95,2461.95,135
2025.10.31,06:30,2461.85,2463.25,2461.85,2462.90,161
2025.10.31,06:35,2462.80,2463.50,2462.50,2463.10,134
2025.10.31,06:40,2463.05,2463.75,2462.75,2463.45,77
2025.10.31,06:45,2463.25,2463.95,2463.05,2463.65,78
2025.10.31,06:50,2463.70,2463.95,2463.35,2463.50,52
2025.10.31,06:55,2463.45,2463.50,2462.95,2463.15,69
2025.10.31,07:00,2463.10,2463.75,2463.00,2463.45,75
2025.10.31,07:05,2463.50,2464.35,2463.35,2464.35,69
2025.10.31,07:10,2464.30,2464.75,2463.85,2464.10,67
2025.10.31,07:15,2464.20,2464.35,2463.85,2463.85,61
2025.10.31,07:20,2463.90,2463.95,2462.85,2462.95,66
2025.10.31,07:25,2463.00,2463.85,2462.85,2463.65,74
2025.10.31,07:30,2463.50,2463.60,2462.55,2462.90,89
2025.10.31,07:35,2463.05,2463.65,2463.00,2463.30,71
2025.10.31,07:40,2463.20,2463.70,2463.15,2463.30,45
2025.10.31,07:45,2463.35,2463.45,2461.50,2461.65,114
2025.10.31,07:50,2461.70,2462.60,2461.30,2462.05,84
2025.10.31,07:55,2462.00,2462.45,2461.65,2461.80,82
2025.10.31,08:00,2461.75,2462.10,2461.00,2461.10,144
2025.10.31,08:05,2461.15,2461.55,2460.55,2460.70,146
2025.10.31,08:10,2460.65,2461.05,2460.45,2460.85,84
2025.10.31,08:15,2460.95,2461.60,2460.80,2461.35,89
2025.10.31,08:20,2461.30,2461.60,2460.60,2460.60,92
2025.10.31,08:25,2460.55,2460.95,2460.05,2460.05,133
2025.10.31,08:30,2460.15,2460.40,2459.90,2460.05,111
2025.10.31,08:35,2460.25,2460.60,2459.95,2460.50,90
2025.10.31,08:40,2460.40,2461.05,2460.25,2460.95,98
2025.10.31,08:45,2461.10,2461.20,2460.35,2460.45,77
2025.10.31,08:50,2460.50,2460.50,2459.35,2460.05,123
2025.10.31,08:55,2460.10,2460.65,2459.85,2459.95,101
2025.10.31,09:00,2459.85,2461.65,2459.70,2461.50,200
2025.10.31,09:05,2461.55,2462.15,2461.25,2461.70,128
2025.10.31,09:10,2461.65,2462.15,2460.65,2462.00,124
2025.10.31,09:15,2461.90,2462.95,2461.55,2462.35,93
2025.10.31,09:20,2462.55,2462.60,2460.80,2461.30,121
2025.10.31,09:25,2461.35,2463.25,2461.30,2462.95,105
2025.10.31,09:30,2463.00,2463.55,2462.00,2463.05,134
2025.10.31,09:35,2463.15,2464.15,2463.15,2463.85,116
2025.10.31,09:40,2463.90,2464.00,2462.30,2462.35,115
2025.10.31,09:45,2462.30,2462.35,2461.15,2461.80,97
2025.10.31,09:50,2461.70,2462.40,2460.80,2461.15,103
2025.10.31,09:55,2461.20,2461.75,2461.15,2461.75,56
2025.10.31,10:00,2461.95,2462.65,2461.20,2461.60,184
2025.10.31,10:05,2461.65,2462.10,2460.55,2460.55,158
2025.10.31,10:10,2460.60,2461.25,2460.25,2460.95,146
2025.10.31,10:15,2461.00,2462.45,2460.80,2461.00,110
2025.10.31,10:20,2460.95,2461.90,2460.95,2461.50,101
2025.10.31,10:25,2461.65,2463.05,2461.55,2462.85,73
2025.10.31,10:30,2462.95,2464.20,2462.95,2463.15,117
2025.10.31,10:35,2463.10,2464.35,2463.00,2464.05,104
2025.10.31,10:40,2464.25,2465.20,2464.05,2464.30,111
2025.10.31,10:45,2464.35,2464.85,2463.65,2464.65,128
2025.10.31,10:50,2464.55,2464.95,2464.35,2464.85,115
2025.10.31,10:55,2464.90,2465.70,2464.65,2465.25,89
2025.10.31,11:00,2465.30,2465.90,2464.45,2465.40,265
2025.10.31,11:05,2465.35,2465.35,2463.20,2464.15,225
2025.10.31,11:10,2464.25,2465.15,2462.95,2462.95,197
2025.10.31,11:15,2463.05,2463.70,2462.35,2462.45,173
2025.10.31,11:20,2462.40,2463.05,2461.85,2462.65,190
2025.10.31,11:25,2462.70,2463.65,2462.40,2462.90,145
2025.10.31,11:30,2462.85,2463.95,2462.65,2463.55,155
2025.10.31,11:35,2463.60,2463.85,2462.45,2463.10,127
2025.10.31,11:40,2463.05,2464.05,2462.85,2463.95,111
2025.10.31,11:45,2464.00,2464.25,2463.15,2463.75,115
2025.10.31,11:50,2463.85,2464.80,2463.35,2464.80,103
2025.10.31,11:55,2464.75,2466.15,2464.75,2466.05,102
2025.10.31,12:00,2465.95,2466.75,2465.55,2466.15,125
2025.10.31,12:05,2466.25,2466.80,2465.80,2466.55,90
2025.10.31,12:10,2466.60,2466.80,2465.45,2466.05,90
2025.10.31,12:15,2465.95,2466.50,2465.55,2465.95,93
2025.10.31,12:20,2466.00,2466.15,2464.45,2464.55,97
2025.10.31,12:25,2464.60,2465.25,2464.50,2464.85,84
2025.10.31,12:30,2464.90,2465.25,2464.55,2464.75,87
2025.10.31,12:35,2464.80,2464.80,2463.55,2463.90,117
2025.10.31,12:40,2463.95,2464.05,2463.00,2463.40,111
2025.10.31,12:45,2463.25,2464.35,2463.15,2463.85,78
2025.10.31,12:50,2463.95,2464.65,2463.80,2463.95,66
2025.10.31,12:55,2464.05,2464.65,2463.55,2464.20,122
2025.10.31,13:00,2464.25,2464.55,2463.05,2463.35,92
2025.10.31,13:05,2463.25,2463.25,2462.10,2462.35,88
2025.10.31,13:10,2462.25,2463.05,2462.10,2462.10,58
2025.10.31,13:15,2462.15,2462.45,2460.35,2460.65,102
2025.10.31,13:20,2460.75,2462.15,2460.70,2461.55,113
2025.10.31,13:25,2461.65,2461.85,2460.40,2461.75,130
2025.10.31,13:30,2461.65,2462.80,2461.20,2461.95,111
2025.10.31,13:35,2461.90,2462.25,2461.45,2461.95,135
2025.10.31,13:40,2461.85,2462.75,2461.70,2462.50,98
2025.10.31,13:45,2462.55,2463.35,2462.25,2462.85,67
2025.10.31,13:50,2462.95,2463.80,2462.65,2463.30,111
2025.10.31,13:55,2463.25,2463.35,2461.45,2461.65,111
2025.10.31,14:00,2461.75,2462.40,2460.45,2461.15,187
2025.10.31,14:05,2461.30,2462.90,2461.20,2462.35,103
2025.10.31,14:10,2462.50,2462.70,2461.45,2461.85,72
2025.10.31,14:15,2461.80,2462.15,2461.15,2461.35,107
2025.10.31,14:20,2461.25,2463.20,2461.25,2463.15,105
2025.10.31,14:25,2463.25,2463.85,2462.40,2463.75,82
2025.10.31,14:30,2463.55,2463.75,2461.20,2461.55,116
2025.10.31,14:35,2461.50,2463.60,2461.50,2463.60,66
2025.10.31,14:40,2463.65,2464.20,2463.15,2464.15,69
2025.10.31,14:45,2464.20,2466.20,2464.20,2466.05,104
2025.10.31,14:50,2466.20,2467.85,2466.00,2466.00,148
2025.10.31,14:55,2465.90,2466.55,2464.95,2466.40,143
2025.10.31,15:00,2466.35,2467.05,2465.00,2466.45,134
2025.10.31,15:05,2466.50,2467.35,2465.90,2467.15,139
2025.10.31,15:10,2467.20,2468.65,2466.90,2468.65,113
2025.10.31,15:15,2468.70,2471.70,2468.55,2471.10,195
2025.10.31,15:20,2471.00,2471.95,2469.85,2471.75,203
2025.10.31,15:25,2471.50,2471.55,2469.05,2470.10,160
2025.10.31,15:30,2470.05,2470.45,2467.85,2468.45,259
2025.10.31,15:35,2468.35,2468.75,2465.60,2466.35,374
2025.10.31,15:40,2466.30,2466.30,2463.85,2465.05,284
2025.10.31,15:45,2465.10,2465.90,2464.15,2465.35,179
2025.10.31,15:50,2465.25,2467.65,2465.05,2467.55,170
2025.10.31,15:55,2467.60,2467.65,2465.65,2466.15,203
2025.10.31,16:00,2465.95,2467.45,2465.75,2466.75,187
2025.10.31,16:05,2466.70,2466.80,2464.35,2464.95,156
2025.10.31,16:10,2465.00,2465.65,2464.45,2465.15,142
2025.10.31,16:15,2465.25,2465.55,2464.50,2465.35,138
2025.10.31,16:20,2465.25,2465.55,2463.25,2463.65,134
2025.10.31,16:25,2463.60,2467.10,2463.20,2466.85,349
2025.10.31,16:30,2466.95,2467.15,2454.15,2462.75,1655
2025.10.31,16:35,2462.50,2467.95,2460.95,2463.75,1329
2025.10.31,16:40,2463.85,2464.00,2458.00,2460.05,972
2025.10.31,16:45,2460.15,2467.55,2458.95,2467.25,1181
2025.10.31,16:50,2467.15,2475.20,2467.05,2474.80,1181
2025.10.31,16:55,2474.95,2477.10,2472.85,2477.05,1126
2025.10.31,17:00,2477.15,2477.80,2470.00,2471.20,1185
2025.10.31,17:05,2471.10,2476.85,2469.65,2473.75,959
2025.10.31,17:10,2473.85,2475.85,2471.15,2475.85,808
2025.10.31,17:15,2475.75,2480.15,2475.75,2479.65,798
2025.10.31,17:20,2479.75,2479.85,2471.15,2477.75,900
2025.10.31,17:25,2477.85,2479.35,2474.95,2475.85,777
2025.10.31,17:30,2475.65,2479.05,2474.65,2477.45,739
2025.10.31,17:35,2477.55,2479.05,2476.25,2476.25,619
2025.10.31,17:40,2476.35,2480.85,2474.65,2480.75,593
2025.10.31,17:45,2480.65,2481.55,2478.15,2478.15,589
2025.10.31,17:50,2478.25,2481.60,2477.25,2481.30,689
2025.10.31,17:55,2481.40,2481.45,2479.25,2480.50,554
2025.10.31,18:00,2480.40,2480.75,2477.60,2479.05,583
2025.10.31,18:05,2478.95,2480.00,2474.45,2476.40,558
2025.10.31,18:10,2476.55,2478.35,2475.65,2478.15,615
2025.10.31,18:15,2478.25,2480.75,2477.55,2480.40,543
2025.10.31,18:20,2480.45,2481.95,2479.30,2479.60,577
2025.10.31,18:25,2479.55,2479.55,2475.75,2477.05,525
2025.10.31,18:30,2477.15,2479.10,2475.95,2478.30,611
2025.10.31,18:35,2478.40,2478.55,2472.10,2473.05,611
2025.10.31,18:40,2473.10,2474.70,2468.85,2474.55,811
2025.10.31,18:45,2474.70,2479.10,2471.25,2472.85,1244
2025.10.31,18:50,2472.75,2474.25,2471.25,2471.45,861
2025.10.31,18:55,2471.25,2471.75,2468.10,2468.10,624
2025.10.31,19:00,2468.20,2468.65,2466.35,2467.85,823
2025.10.31,19:05,2467.90,2470.35,2465.40,2465.45,751
2025.10.31,19:10,2465.35,2465.75,2462.70,2465.15,743
2025.10.31,19:15,2465.05,2465.15,2460.50,2460.60,691
2025.10.31,19:20,2460.70,2464.30,2459.80,2464.05,690
2025.10.31,19:25,2464.00,2467.70,2463.75,2466.60,747
2025.10.31,19:30,2466.50,2469.90,2466.15,2467.05,650
2025.10.31,19:35,2466.95,2469.15,2466.30,2467.85,717
2025.10.31,19:40,2467.95,2467.95,2461.95,2462.60,799
2025.10.31,19:45,2462.70,2463.80,2461.15,2463.40,740
2025.10.31,19:50,2463.30,2463.40,2459.80,2460.20,723
2025.10.31,19:55,2460.10,2461.10,2456.75,2458.90,745
2025.10.31,20:00,2458.65,2462.00,2458.20,2458.85,889
2025.10.31,20:05,2458.75,2459.95,2456.60,2459.05,776
2025.10.31,20:10,2458.75,2459.35,2456.30,2456.90,703
2025.10.31,20:15,2456.80,2457.50,2454.40,2455.00,670
2025.10.31,20:20,2454.90,2457.90,2453.70,2457.65,635
2025.10.31,20:25,2457.75,2460.15,2456.80,2457.85,716
2025.10.31,20:30,2457.75,2461.70,2456.85,2459.00,758
2025.10.31,20:35,2458.90,2460.30,2456.60,2458.90,784
2025.10.31,20:40,2459.00,2462.60,2457.20,2462.20,751
2025.10.31,20:45,2462.30,2464.75,2462.10,2464.65,642
2025.10.31,20:50,2464.55,2465.60,2464.05,2465.00,557
2025.10.31,20:55,2464.95,2465.10,2462.75,2464.20,630
2025.10.31,21:00,2464.00,2467.40,2463.90,2466.70,600
2025.10.31,21:05,2466.80,2468.30,2465.40,2467.80,513
2025.10.31,21:10,2467.90,2471.15,2467.10,2470.90,475
2025.10.31,21:15,2470.80,2471.20,2468.45,2469.65,543
2025.10.31,21:20,2469.55,2472.60,2469.25,2472.50,471
2025.10.31,21:25,2472.60,2473.60,2472.10,2473.10,437
